Issue Type,Book,Chapter,Verse,Details
UNICODE_SUSPICIOUS,Deuteronomy,12,17,é
UNICODE_SUSPICIOUS,1 Kings,7,26,é
UNICODE_SUSPICIOUS,1 Chronicles,15,28,é
UNICODE_SUSPICIOUS,Psalm,108,6,n
UNICODE_SUSPICIOUS,Ecclesiastes,11,5,é
UNICODE_SUSPICIOUS,Isaiah,25,6,n
UNICODE_SUSPICIOUS,Ezekiel,44,26,é
UNICODE_SUSPICIOUS,Daniel,6,7,n
UNICODE_SUSPICIOUS,Acts,5,28,d
